,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,preprocessed_text,predict_directed,predict_emotion,positive,negative,predict_positive,predict_negative
7965,@mention says she feels sexier when she uses an @mention product:-) #sxsw-influence,,No emotion toward brand or product,"['mention', 'say', 'feel', 'sexier', 'use', 'mention', 'product', 'sxsw', 'influenc']",,No emotion,0,0,0,0
7966,"@mention says that foursquare is moving FullSteam ahead being a Recommendation Engine, to compete with Google and FB. #checkins #sxsw #sxswi",,No emotion toward brand or product,"['mention', 'say', 'foursquar', 'move', 'fullsteam', 'ahead', 'recommend', 'engin', 'compet', 'googl', 'checkin', 'sxsw', 'sxswi']",Google,No emotion,0,0,0,0
7967,My #SXSW schedule so far: {link},,No emotion toward brand or product,"['sxsw', 'schedul', 'far', 'link']",,No emotion,0,0,0,0
7968,My small screen debut. #Monster #ipad #jobsearch app video for #SXSW video wall {link},,No emotion toward brand or product,"['small', 'screen', 'debut', 'monster', 'ipad', 'jobsearch', 'app', 'video', 'sxsw', 'video', 'wall', 'link']",Ipad or Iphone App,No emotion,0,0,0,0
7969,Anyone else having issues with gmail and using google services? #SXSW.,Google,Negative emotion,"['anyon', 'els', 'issu', 'gmail', 'use', 'googl', 'servic', 'sxsw']",Google,No emotion,0,1,0,0
7970,Anyone else having trouble synching your schedule with the android sxsw go app? #sxsw,Android App,Negative emotion,"['anyon', 'els', 'troubl', 'synch', 'schedul', 'android', 'sxsw', 'app', 'sxsw']",Android App,No emotion,0,1,0,0
7971,Anyone else headed to Austin for #SXSW for the popup-store launch by Apple of the #iPad2 THIS Friday? Gonna miss @mention this year.,Apple,Positive emotion,"['anyon', 'els', 'head', 'austin', 'sxsw', 'popup', 'store', 'launch', 'appl', 'ipad2', 'friday', 'gonna', 'miss', 'mention', 'year']",Apple,No emotion,1,0,0,0
7972,"#socialmuse only on #Android available, genius lookalike, no music listening #appcircus #sxsw",Android App,Positive emotion,"['socialmus', 'android', 'avail', 'geniu', 'lookalik', 'music', 'listen', 'appcircu', 'sxsw']",Android,No emotion,1,0,0,0
7973,"In response to Apple's #sxsw pop-up store, I'm hearing rumors of a @mention or @mention pop-up near Perimeter Mall #knowyouraudience",,No emotion toward brand or product,"['respons', 'appl', 'sxsw', 'pop', 'store', 'hear', 'rumor', 'mention', 'mention', 'pop', 'near', 'perimet', 'mall', 'knowyouraudi']",Apple,No emotion,0,0,0,0
7974,I still use Tweetie for Mac &amp; I'm running Leopard. I'll be a pariah at #SXSW! I wish I at least had an Android! SOMETHING TO MAKE ME COOL.,Android,Positive emotion,"['still', 'use', 'tweeti', 'mac', 'amp', 'run', 'leopard', 'pariah', 'sxsw', 'wish', 'least', 'android', 'someth', 'make', 'cool']",Android,Positive emotion,1,0,1,0
7975,"&quot;Those who are use to strict designing rules for the iPhone, you need to relax when designing for the Android&quot;- @mention #uxamandroid #SXSW",,No emotion toward brand or product,"['quot', 'use', 'strict', 'design', 'rule', 'iphon', 'need', 'relax', 'design', 'android', 'quot', 'mention', 'uxamandroid', 'sxsw']",Iphone,No emotion,0,0,0,0
7976,Anyone else with an iPhone getting the &quot;could not activate cellular data network&quot; error message? Is this a warning of #sxsw things to come?,iPhone,Negative emotion,"['anyon', 'els', 'iphon', 'get', 'quot', 'could', 'activ', 'cellular', 'data', 'network', 'quot', 'error', 'messag', 'warn', 'sxsw', 'thing', 'come']",Iphone,No emotion,0,1,0,0
7977,"No surprise, consumerization of IT makes its way into conversation of cloud adoption - and Apple's UI influence on enterprise #cloud #sxsw",Apple,Positive emotion,"['surpris', 'consumer', 'make', 'way', 'convers', 'cloud', 'adopt', 'appl', 'influenc', 'enterpris', 'cloud', 'sxsw']",Apple,No emotion,1,0,0,0
7978,"No surprise, the line for the Google &amp; Bing Q&amp;A is wrapped through the Austin Hilton. What would you ask, @mention #SXSW",,No emotion toward brand or product,"['surpris', 'line', 'googl', 'amp', 'bing', 'amp', 'wrap', 'austin', 'hilton', 'would', 'ask', 'mention', 'sxsw']",Google,No emotion,0,0,0,0
7979,"No surprise... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,No emotion toward brand or product,"['surpris', 'mention', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'sxsw']",Google,No emotion,0,0,0,0
7980,Even the security guard at the popup apple store in Austin loves the new iPad #sxsw  {link},iPad,Positive emotion,"['even', 'secur', 'guard', 'popup', 'appl', 'store', 'austin', 'love', 'new', 'ipad', 'sxsw', 'link']",Ipad,Positive emotion,1,0,1,0
7981,I'm obsessed with this #sxsw go iphone app. Feckin genius. Crazy long list of sessions less scary.,iPad or iPhone App,Positive emotion,"['obsess', 'sxsw', 'iphon', 'app', 'feckin', 'geniu', 'crazi', 'long', 'list', 'session', 'less', 'scari']",Ipad or Iphone App,Negative emotion,1,0,0,1
7982,Gonna go see about rockin the Google party like a boss. #sxsw,Google,Positive emotion,"['gonna', 'see', 'rockin', 'googl', 'parti', 'like', 'boss', 'sxsw']",Google,Positive emotion,1,0,1,0
7983,Great to see banks/money startups recognizing the future relevance of corps like Apple and Google #bankinnovation #sxsw,,Positive emotion,"['great', 'see', 'bank', 'money', 'startup', 'recogn', 'futur', 'relev', 'corp', 'like', 'appl', 'googl', 'bankinnov', 'sxsw']",Apple,Positive emotion,1,0,1,0
7984,Syked to see Google's @mention talk about stuff.  #SXSW,Google,Positive emotion,"['syke', 'see', 'googl', 'mention', 'talk', 'stuff', 'sxsw']",Google,No emotion,1,0,0,0
7985,About to see how indie game development for the iPhone is going /cc @mention #sxsw,,No emotion toward brand or product,"['see', 'indi', 'game', 'develop', 'iphon', 'go', 'mention', 'sxsw']",Iphone,No emotion,0,0,0,0
7986,"@mention See how many apple men walking around delicious, golden apple, gala, etc. #sxsw",,No emotion toward brand or product,"['mention', 'see', 'mani', 'appl', 'men', 'walk', 'around', 'delici', 'golden', 'appl', 'gala', 'etc', 'sxsw']",Apple,No emotion,0,0,0,0
7987,Great to see topics avoiding the sexy/hot iPad conversation and hit the heart and soul (accessibility and the developing world) #sxsw,,Positive emotion,"['great', 'see', 'topic', 'avoid', 'sexi', 'hot', 'ipad', 'convers', 'hit', 'heart', 'soul', 'access', 'develop', 'world', 'sxsw']",Ipad,Positive emotion,1,0,1,0
7988,At #SXSW seeing a demo of #Google maps for mobile 5.2. 3D rotational viewing is very cool,Other Google product or service,Positive emotion,"['sxsw', 'see', 'demo', 'googl', 'map', 'mobil', 'rotat', 'view', 'cool']",Google,Positive emotion,1,0,1,0
7989,@mention seems like most #sxsw design talks focus on iPad/mobile.  I need to take @mention advice and go to talks outside my domain.,,No emotion toward brand or product,"['mention', 'seem', 'like', 'sxsw', 'design', 'talk', 'focu', 'ipad', 'mobil', 'need', 'take', 'mention', 'advic', 'talk', 'outsid', 'domain']",Ipad,Positive emotion,0,0,1,0
7990,Apple to sell iPads in &quot;pop-up&quot; Apple store at #SXSW {link},,Positive emotion,"['appl', 'sell', 'ipad', 'quot', 'pop', 'quot', 'appl', 'store', 'sxsw', 'link']",Ipad,No emotion,1,0,0,0
7991,Going to send my ipad on the mail before being to the office to finish @mention before #sxsw,,Positive emotion,"['go', 'send', 'ipad', 'mail', 'offic', 'finish', 'mention', 'sxsw']",Ipad,No emotion,1,0,0,0
7992,At SXSW? Send Your Best Photos &amp; Videos to... {link} #citizen_journalism #cnn #ireport #photography #sxsw #Cyber #iPhone,,No emotion toward brand or product,"['sxsw', 'send', 'best', 'photo', 'amp', 'video', 'link', 'citizen_journ', 'cnn', 'ireport', 'photographi', 'sxsw', 'cyber', 'iphon']",Iphone,Positive emotion,0,0,1,0
7993,Great presentation on iPad Headaches. Great thinking on UX for the wundertablet. @mention #SXSW,iPad,Positive emotion,"['great', 'present', 'ipad', 'headach', 'great', 'think', 'wundertablet', 'mention', 'sxsw']",Ipad,Positive emotion,1,0,1,0
7994,Great presentation: Touching Stories: Designing Digital Magazines for the iPad {link} #sxsw,iPad,Positive emotion,"['great', 'present', 'touch', 'stori', 'design', 'digit', 'magazin', 'ipad', 'link', 'sxsw']",Ipad,Positive emotion,1,0,1,0
7995,No iPad users getting 3g data. I'm going to download a 'world's smallest violin' app over the working 4G. #sxsw,,No emotion toward brand or product,"['ipad', 'user', 'get', 'data', 'go', 'download', 'world', 'smallest', 'violin', 'app', 'work', 'sxsw']",Ipad or Iphone App,No emotion,0,0,0,0
7996,"#sxsw in session - Guy Kawasaki, the Former chief evangelist of Apple.",,No emotion toward brand or product,"['sxsw', 'session', 'guy', 'kawasaki', 'former', 'chief', 'evangelist', 'appl']",Apple,No emotion,0,0,0,0
7997,#Circles set to fail for being too complicated by June. RT @mention Google set to launch new social network #Circles today at #sxsw,Other Google product or service,Negative emotion,"['circl', 'set', 'fail', 'complic', 'june', 'mention', 'googl', 'set', 'launch', 'new', 'social', 'network', 'circl', 'today', 'sxsw']",Google,Negative emotion,0,1,0,1
7998,At&amp;t set to launch 12 new android phones in 2011. #gsdm #sxsw,,No emotion toward brand or product,"['amp', 'set', 'launch', 'new', 'android', 'phone', '2011', 'gsdm', 'sxsw']",Android,No emotion,0,0,0,0
7999,Apple to set up temporary store at #SXSW for selling Ipad2 {link},,No emotion toward brand or product,"['appl', 'set', 'temporari', 'store', 'sxsw', 'sell', 'ipad2', 'link']",Apple,No emotion,0,0,0,0
8000,Great  museum naive presentation Google Art Project . Funny but cool. #sxsw,Other Google product or service,Positive emotion,"['great', 'museum', 'naiv', 'present', 'googl', 'art', 'project', 'funni', 'cool', 'sxsw']",Google,Positive emotion,1,0,1,0
8001,@mention several people/events/sessions on iPhone Apps #SXSW?,,No emotion toward brand or product,"['mention', 'sever', 'peopl', 'event', 'session', 'iphon', 'app', 'sxsw']",Ipad or Iphone App,No emotion,0,0,0,0
8002,"Wishful: Several semis filled with Apple's iPad2, each surrounded by tech geek masses. Grab a box &amp; bump pay. Synching and joy ensues. #SXSW",,Positive emotion,"['wish', 'sever', 'semi', 'fill', 'appl', 'ipad2', 'surround', 'tech', 'geek', 'mass', 'grab', 'box', 'amp', 'bump', 'pay', 'synch', 'joy', 'ensu', 'sxsw']",Apple,No emotion,1,0,0,0
8003,#sxsw #LBSeverywhere Finkelstein &quot;~206k location aware apps (iOS &amp; Android)&quot;,,No emotion toward brand or product,"['sxsw', 'lbseverywher', 'finkelstein', 'quot', '206k', 'locat', 'awar', 'app', 'io', 'amp', 'android', 'quot']",Android App,No emotion,0,0,0,0
8004,"#sxsw #dvsg &quot;Best chance to disrupt Visa &amp; Master Card are Facebook, Apple (via customers) &amp; mobile carriers (via NFC).&quot;",,No emotion toward brand or product,"['sxsw', 'dvsg', 'quot', 'best', 'chanc', 'disrupt', 'visa', 'amp', 'master', 'card', 'facebook', 'appl', 'via', 'custom', 'amp', 'mobil', 'carrier', 'via', 'nfc', 'quot']",Apple,Positive emotion,0,0,1,0
8005,#SXSW 41 shades of blue test @mention  {link},,No emotion toward brand or product,"['sxsw', 'shade', 'blue', 'test', 'mention', 'link']",,No emotion,0,0,0,0
8006,Pic - 41 shades of blue google test #sxsw #metricsdrivendesign {link},,No emotion toward brand or product,"['pic', 'shade', 'blue', 'googl', 'test', 'sxsw', 'metricsdrivendesign', 'link']",Google,No emotion,0,0,0,0
8007,Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},Google,Positive emotion,"['finish', 'take', 'photo', 'googl', 'photobooth', 'know', 'heart', 'sxsw', 'mention', 'maggi', 'mae', '101', 'other', 'link']",Google,No emotion,1,0,0,0
8008,"Just finished up a long day... and, ready to do it again tomorrow! Starting with @mention event and ending with the #cupcake #social #sxsw",,No emotion toward brand or product,"['finish', 'long', 'day', 'readi', 'tomorrow', 'start', 'mention', 'event', 'end', 'cupcak', 'social', 'sxsw']",,Negative emotion,0,0,0,1
8009,"Really wishing I was in my hometown, helping to keep Austin weird at #sxsw. Instead, in bed with a cough, an apple, @mention and #WordPress.",,No emotion toward brand or product,"['realli', 'wish', 'hometown', 'help', 'keep', 'austin', 'weird', 'sxsw', 'instead', 'bed', 'cough', 'appl', 'mention', 'wordpress']",Apple,No emotion,0,0,0,0
8010,Wow. You should see the line to buy iPad 2 @mention #sxsw,iPad,Positive emotion,"['wow', 'see', 'line', 'buy', 'ipad', 'mention', 'sxsw']",Ipad,No emotion,1,0,0,0
8011,@mention Should: if you didn't get iPad 1. Shouldn't: iPad2 3G 64GB + cover + $100 = MacBook Air. #SXSW,iPad,Negative emotion,"['mention', 'get', 'ipad', 'ipad2', '64gb', 'cover', '100', 'macbook', 'air', 'sxsw']",Ipad,No emotion,0,1,0,0
8012,@mention shows #Apple 's position in the tablet wars. #tapworthy #sxsw  {link},,No emotion toward brand or product,"['mention', 'show', 'appl', 'posit', 'tablet', 'war', 'tapworthi', 'sxsw', 'link']",Apple,No emotion,0,0,0,0
8013,iTunes Music Store has a free SXSW music sampler - SXSW: Featured Artists - {link} #iTunes #sxsw,,No emotion toward brand or product,"['itun', 'music', 'store', 'free', 'sxsw', 'music', 'sampler', 'sxsw', 'featur', 'artist', 'link', 'itun', 'sxsw']",,No emotion,0,0,0,0
8014,ÛÏThe classiest fascist company in existenceÛ - Kara Swisher #sxsw #apple,Apple,Negative emotion,"['ûïthe', 'classiest', 'fascist', 'compani', 'exist', 'kara', 'swisher', 'sxsw', 'appl']",Apple,Negative emotion,0,1,0,1
8015,How to design for baby boomers: DON'T. John McRee on #iPad design #sxsw #yourmom,,I can't tell,"['design', 'babi', 'boomer', 'john', 'mcree', 'ipad', 'design', 'sxsw', 'yourmom']",Ipad,No emotion,0,0,0,0
8016,#SXSW #fmsignal Marissa Mayer from #Google announces Check ins in interview with John Battelle. {link},,No emotion toward brand or product,"['sxsw', 'fmsignal', 'marissa', 'mayer', 'googl', 'announc', 'check', 'in', 'interview', 'john', 'battel', 'link']",Google,No emotion,0,0,0,0
8017,Scored a signed print of the Jules Verne Google Doodle. Thanks @mention #sxsw #googledoodle {link},,No emotion toward brand or product,"['score', 'sign', 'print', 'jule', 'vern', 'googl', 'doodl', 'thank', 'mention', 'sxsw', 'googledoodl', 'link']",Google,No emotion,0,0,0,0
8018,Now at designing iPad interfaces from AKQA's @mention  great HTML5 session earlier from @mention #sxsw,,No emotion toward brand or product,"['design', 'ipad', 'interfac', 'akqa', 'mention', 'great', 'html5', 'session', 'earlier', 'mention', 'sxsw']",Ipad,Positive emotion,0,0,1,0
8019,Chris Messina from Google dropping knowledge about web identity. Coming to the Hyatt was the right move. #sxsw,Google,Positive emotion,"['chri', 'messina', 'googl', 'drop', 'knowledg', 'web', 'ident', 'come', 'hyatt', 'right', 'move', 'sxsw']",Google,No emotion,1,0,0,0
8020,"Chris Messina from Google thinks a scope search is the key to web
Identity management. #SXSW",,No emotion toward brand or product,"['chri', 'messina', 'googl', 'think', 'scope', 'search', 'key', 'web', 'ident', 'manag', 'sxsw']",Google,No emotion,0,0,0,0
8021,I7: Releasing the Demons {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zomb,,No emotion toward brand or product,"['releas', 'demon', 'link', 'code', 'valid', '59p', 'infektd', 'sxsw', 'zomb']",,No emotion,0,0,0,0
8022,Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,iPad,Positive emotion,"['great', 'session', 'mention', 'ipad', 'design', 'good', 'insight', 'tapworthi', 'hisxsw', 'sxsw']",Ipad,Positive emotion,1,0,1,0
8023,"Final session today. Left Brain Search = Google. Right Brain Search = X 
#SXSW #BetterSearch",,No emotion toward brand or product,"['final', 'session', 'today', 'left', 'brain', 'search', 'googl', 'right', 'brain', 'search', 'sxsw', 'bettersearch']",Google,No emotion,0,0,0,0
8024,"Anyone onsite @mention #SXSW do iPhone repair?  I took my 3g apart 2 clean, &amp; can't reassemble.  Help would b appreciated. Simply need it together",,No emotion toward brand or product,"['anyon', 'onsit', 'mention', 'sxsw', 'iphon', 'repair', 'took', 'apart', 'clean', 'amp', 'reassembl', 'help', 'would', 'appreci', 'simpli', 'need', 'togeth']",Iphone,Positive emotion,0,0,1,0
8025,"Someone asks Leo about an iPad 2 at #SXSW, he says 'Email me, I'll send you one free'. O.o",,Positive emotion,"['someon', 'ask', 'leo', 'ipad', 'sxsw', 'say', 'email', 'send', 'one', 'free']",Ipad,No emotion,1,0,0,0
8026,"If you dislike those people who are constantly looking at their iPhone or iPad, you would have a lot to dislike at #sxsw",,No emotion toward brand or product,"['dislik', 'peopl', 'constantli', 'look', 'iphon', 'ipad', 'would', 'lot', 'dislik', 'sxsw']",Ipad,No emotion,0,0,0,0
8027,@mention smartypants I am getting iPad in couple minutes thanks to @mention #WIDFY #SXSW,,No emotion toward brand or product,"['mention', 'smartyp', 'get', 'ipad', 'coupl', 'minut', 'thank', 'mention', 'widfi', 'sxsw']",Ipad,No emotion,0,0,0,0
8028,Google desmiente el lanzamiento hoy de Circles RT @mention  We're not launching any products at #SXSW but we're doing plenty else.,,No emotion toward brand or product,"['googl', 'desmient', 'lanzamiento', 'hoy', 'circl', 'mention', 'launch', 'product', 'sxsw', 'plenti', 'els']",Google,No emotion,0,0,0,0
